"","DepMap_ID","stripped_cell_line_name","CCLE_Name","Alias","COSMICID","sex","source","Achilles_n_replicates","cell_line_NNMD","culture_type","culture_medium","cas9_activity","RRID","sample_collection_site","primary_or_metastasis","primary_disease","Subtype","age","Sanger_Model_ID","WTSI_Master_Cell_ID","depmap_public_comments","lineage","lineage_subtype","lineage_sub_subtype","lineage_molecular_subtype","copy_number","abs_CN","mRNA_expression","protein_expression","CERES","p_dep"
"663","ACH-000668","HCC70","HCC70_BREAST","",907048,"Female","ATCC",NA,NA,"","","","CVCL_1270","breast","Primary","Breast Cancer","Breast Ductal Carcinoma",49,"SIDM00673",937,"","breast","breast_ductal_carcinoma","ERneg_HER2neg","basal_A",0.34981119864631,1,1.87578006306849,-0.662760567259701,NA,NA
"664","ACH-000669","SW900","SW900_LUNG","",724879,"Male","ATCC",NA,NA,"","","","CVCL_1731","lung","Primary","Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",53,"SIDM01158",1454,"","lung","NSCLC","NSCLC_squamous","",0.788499102658475,2,2.42223300068305,NA,NA,NA
"665","ACH-000670","SBC5","SBC5_LUNG","",713880,"Male","HSRRB",NA,NA,"","","","CVCL_1679","pleural_effusion","Metastasis","Lung Cancer","Small Cell Lung Cancer (SCLC)",NA,"SIDM00368",999,"","lung","SCLC","","",1.34406993346874,4,2.08065766334523,-0.299218809008894,NA,NA
"666","ACH-000671","HUH6","HUH6_LIVER","",NA,"Male","RIKEN",2,-4.75379739606075,"","DMEM + 10% FBS","85.2","CVCL_4381","liver","","Liver Cancer","Hepatoblastoma",NA,"SIDM00062",NA,"","liver","hepatoblastoma","","",0.636496146009564,1,4.76924279514054,0.312451873238853,-0.243564227709892,0.120019162936831
"667","ACH-000672","IALM","IALM_LUNG","",910779,"Male","RIKEN",0,-0.974954567694874,"","","","CVCL_1302","skin","Metastasis","Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",68,"SIDM00306",1792,"","lung","NSCLC","NSCLC_large_cell","",1.19895459955862,3,1.55090066464752,NA,NA,NA
"668","ACH-000673","LN443","LN443_CENTRAL_NERVOUS_SYSTEM","",NA,"Unknown","Academic lab",2,-5.05490965176898,"not found","not found","","CVCL_3960","central_nervous_system","","Brain Cancer","Glioblastoma",NA,"",NA,"","central_nervous_system","glioma","glioblastoma","",1.09413384461494,3,3.6564963705535,NA,-0.104285192050242,0.0322358368403493
"669","ACH-000674","NUGC4","NUGC4_STOMACH","",1298357,"Female","RIKEN",0,-0.718576931714804,"","RPMI + 10% FBS","60.1","CVCL_3082","lymph_node","Metastasis","Gastric Cancer","Adenocarcinoma",35,"SIDM00570",941,"","gastric","gastric_adenocarcinoma","diffuse_gastric","",0.916945977128371,2,1.1243281350022,NA,NA,NA
"670","ACH-000675","NCIH1734","NCIH1734_LUNG","",722058,"Female","ATCC",NA,NA,"","","","CVCL_1491","lung","Primary","Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",56,"SIDM00739",411,"","lung","NSCLC","NSCLC_adenocarcinoma","",1.46082441578722,5,3.39506279951758,NA,NA,NA
"671","ACH-000676","LN464","LN464_CENTRAL_NERVOUS_SYSTEM","",NA,"Male","Academic lab",2,-5.31447908146721,"not found","not found","","CVCL_3962","central_nervous_system","","Brain Cancer","Glioblastoma",NA,"SIDM00058",NA,"","central_nervous_system","glioma","glioblastoma","",1.08742578208633,NA,4.22727899446832,NA,0.0327483574036735,0.00470194500125157
"672","ACH-000677","SW1573","SW1573_LUNG","",724878,"Female","ATCC",2,-3.51784976380735,"Adherent","L15 + 10% FBS","89.2","CVCL_1720","lung","Primary","Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",44,"SIDM01163",849,"","lung","NSCLC","NSCLC_adenocarcinoma","",0.663041861001642,2,3.85598969730848,1.45531065497908,0.218044613798637,0.000974857903135584
"673","ACH-000678","MKN7","MKN7_STOMACH","",924250,"Male","RIKEN",NA,NA,"","","","CVCL_1417","lymph_node","Metastasis","Gastric Cancer","Adenocarcinoma, tubular",39,"SIDM00560",2113,"","gastric","gastric_adenocarcinoma","tubular","",0.770030549501591,2,1.4541758931858,NA,NA,NA
"674","ACH-000679","OE19","OE19_OESOPHAGUS","",910079,"Male","HPACC",NA,NA,"","","","CVCL_1622","oesophagus","Primary","Esophageal Cancer","Squamous Cell Carcinoma",72,"SIDM00479",1664,"","esophagus","esophagus_squamous","laryngeal","",1.25839302013666,3,5.98595575460751,NA,NA,NA
"675","ACH-000680","SW948","SW948_LARGE_INTESTINE","",909757,"Female","ATCC",1,-1.37352848611774,"Adherent","RPMI + 10% FBS","62.4","CVCL_0632","Colon","Primary","Colon/Colorectal Cancer","Adenocarcinoma",81,"SIDM00832",1689,"","colorectal","colorectal_adenocarcinoma","","",0.957307495668445,3,5.73226919950145,-0.420310427148769,0.075701182846885,0.0254686172318939
"676","ACH-000680","SW948","SW948_LARGE_INTESTINE","",909757,"Female","ATCC",1,-1.37352848611774,"Adherent","RPMI + 10% FBS","62.4","CVCL_0632","Colon","Primary","Colon/Colorectal Cancer","Adenocarcinoma",81,"SIDM00832",1689,"","colorectal","colorectal_adenocarcinoma","","",0.957307495668445,3,5.73226919950145,2.09533240580113,0.075701182846885,0.0254686172318939
"677","ACH-000681","A549","A549_LUNG","",905949,"Male","ATCC",4,-2.67323468894684,"Adherent","F12 + 10% FBS","82.8","CVCL_0023","lung","Primary","Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",52,"SIDM00903",369,"","lung","NSCLC","NSCLC_adenocarcinoma","",1.0258164322895,3,1.19534759832222,-0.437154401539058,-0.104335848464763,0.0322269126723329
"678","ACH-000682","SNU1066","SNU1066_UPPER_AERODIGESTIVE_TRACT","",NA,"Male","KCLB",2,-4.55341796337438,"","RPMI + 10% heat inactivated FBS + 300mg/L L-glutamine + 25mM HEPES + 25mM Sodium bicarbonate","85.2","CVCL_5005","upper_aerodigestive_tract","","Head and Neck Cancer","Squamous Cell Carcinoma",62,"SIDM00170",NA,"","upper_aerodigestive","upper_aerodigestive_squamous","","",0.692666137557116,NA,1.93357263826102,NA,-0.156475698830823,0.043276259089893
"679","ACH-000683","SNU503","SNU503_LARGE_INTESTINE","",NA,"Male","KCLB",3,-4.29696392958004,"","RPMI + 10% FBS","77.2","CVCL_5071","abdomen","Metastasis","Colon/Colorectal Cancer","Adenocarcinoma",52,"SIDM00497",NA,"","colorectal","colorectal_adenocarcinoma","","",1.266621101534,4,5.30633516019798,NA,-0.102826424354293,0.0264328480230252
"680","ACH-000684","KMRC1","KMRC1_KIDNEY","",1298168,"Male","HSRRB",3,-1.97564355477735,"","DMEM + 10% FBS","78.4","CVCL_2983","kidney","Primary","Kidney Cancer","Renal Carcinoma, clear cell",NA,"SIDM00611",1514,"","kidney","renal_cell_carcinoma","clear_cell","",0.939740064320378,2,1.20163386116965,0.272129256845313,0.174976914399572,0.00149964704789899
"681","ACH-000685","L33","L33_PANCREAS","",NA,"Female","Academic lab",2,-3.95959773825261,"Adherent","DMEM + 10% FBS + 2mM Glutamine + 1mM Sodium pyruvate + 1mM NEAA","48.1","CVCL_8147","lymph_node","Metastasis","Pancreatic Cancer","Ductal Adenosquamous Carcinoma",NA,"",NA,"","pancreas","exocrine","exocrine_adenosquamous","",0.983164887152814,2,3.10601323762212,NA,0.112000565425974,0.00208602024185677
"682","ACH-000686","SNU878","SNU878_LIVER","",NA,"Female","KCLB",NA,NA,"","","","CVCL_5102","liver","Primary","Liver Cancer","Hepatocellular Carcinoma",54,"",NA,"","liver","hepatocellular_carcinoma","","",0.777210499847232,2,2.24792751344359,NA,NA,NA
"683","ACH-000687","CI1","CI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",NA,"Female","DSMZ",NA,NA,"","","","CVCL_1861","ascites","","Lymphoma","B-cell, Non-Hodgkins",38,"",NA,"","lymphocyte","non_hodgkin_lymphoma","b_cell","",0.994044343884678,2,0.111031312388744,NA,NA,NA
"684","ACH-000688","OV7","OV7_OVARY","",1480360,"Female","ECACC",2,-2.86258170782519,"Adherent","DMEM:F12 (1:1) + 5% FBS + 2mM L-glutamine + 10ug/ml Insulin + 0.5ug/ml Hydrocortisone","87.3","CVCL_2675","ovary","Primary","Ovarian Cancer","Adenocarcinoma, mixed",78,"SIDM00474",1985,"","ovary","ovary_adenocarcinoma","mixed_serous_clear_cell","",0.683916997716596,1,3.47378691161437,NA,0.0498335323613629,0.00410247591166008
"685","ACH-000689","RH18","RH18_SOFT_TISSUE","",971774,"Female","DSMZ",NA,NA,"","","","CVCL_1659","soft_tissue","","Sarcoma","Rhabdomyosarcoma",2,"SIDM00454",861,"","soft_tissue","rhabdomyosarcoma","","",1.15742195307396,5,4.49249415167943,NA,NA,NA
"686","ACH-000690","HCC2814","HCC2814_LUNG","",NA,"Male","Academic lab",NA,NA,"","","","CVCL_V586","lung","","Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",NA,"",NA,"","lung","NSCLC","NSCLC_squamous","",1.0052595524135,3,3.32912359629157,NA,NA,NA
"687","ACH-000691","HCC2157","HCC2157_BREAST","",749715,"Female","ATCC",NA,NA,"","","","CVCL_1261","breast","Primary","Breast Cancer","Breast Ductal Carcinoma",48,"SIDM00774",351,"","breast","breast_ductal_carcinoma","ERneg_HER2neg","basal_A",0.848441478763718,2,0.238786859587116,NA,NA,NA
"688","ACH-000692","SNU899","SNU899_UPPER_AERODIGESTIVE_TRACT","",NA,"Male","KCLB",NA,NA,"","","","CVCL_5105","upper_aerodigestive_tract","Primary","Head and Neck Cancer","Squamous Cell Carcinoma, laryngeal",56,"SIDM00169",NA,"","upper_aerodigestive","upper_aerodigestive_squamous","laryngeal","",0.979734859613476,4,1.11769504266975,NA,NA,NA
"689","ACH-000693","KYSE180","KYSE180_OESOPHAGUS","",907318,"Male","DSMZ",2,-5.41441974199494,"Adherent","RPMI + 10% FBS","67.9","CVCL_1349","oesophagus","Primary","Esophageal Cancer","Squamous Cell Carcinoma",53,"SIDM01030",599,"","esophagus","esophagus_squamous","","",0.822117746486617,2,3.36457243229586,1.88430012446101,-0.0559682416374577,0.0141485554786362
"690","ACH-000694","TE9","TE9_OESOPHAGUS","",946353,"Male","RIKEN",2,-4.73513269264446,"Adherent","RPMI + 10% FBS","91.3","CVCL_1767","pleural_effusion","Metastasis","Esophageal Cancer","Squamous Cell Carcinoma",NA,"SIDM00325",1312,"","esophagus","esophagus_squamous","","",0.751033762932734,2,3.94110631094643,NA,0.0239641794229935,0.00519664323865508
"691","ACH-000695","CORL47","CORL47_LUNG","",NA,"Male","ECACC",1,-2.18767255443479,"Suspension","RPMI + 10% FBS + 2mM Glutamine","60.3","CVCL_2415","bone_marrow","Metastasis","Lung Cancer","Small Cell Lung Cancer (SCLC)",67,"",NA,"","lung","SCLC","","",1.03819252552737,2,0.545968369105293,-0.448850573098271,0.156846466282362,0.00254982124297374
"692","ACH-000696","OVCAR8","OVCAR8_OVARY","",905991,"Female","NCI/DCTD",3,-5.06275815254663,"","RPMI + 10% FBS","60.2","CVCL_1629","ovary","Primary","Ovarian Cancer","Adenocarcinoma, high grade serous",64,"SIDM00090",2131,"","ovary","ovary_adenocarcinoma","high_grade_serous","",1.38796973298687,4,2.84599177066457,0.266838325337943,-0.142256566539702,0.0403181594921904
"693","ACH-000697","A3KAW","A3KAW_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",910935,"Female","HSRRB",2,-3.10024397280449,"Suspension","RPMI + 10% FBS","71.8","CVCL_1062","ascites","Primary","Lymphoma","Diffuse Large B-cell Lymphoma (DLBCL)",NA,"SIDM00495",1511,"","lymphocyte","non_hodgkin_lymphoma","DLBCL","",0.975176308641316,2,0.0285691521967709,NA,0.41544174839585,3.00402766660344e-05
"694","ACH-000698","DMS53","DMS53_LUNG","",907295,"Male","ATCC",3,-4.25106830274728,"","RPMI + 10% FBS","75","CVCL_1177","lung","Primary","Lung Cancer","Small Cell Lung Cancer (SCLC)",54,"SIDM00523",580,"","lung","SCLC","","",1.35346353137634,4,2.67807190511264,NA,-0.213647160382896,0.0951593198743467
"695","ACH-000699","HCC1395","HCC1395_BREAST","",749712,"Female","ATCC",3,-5.13397426263218,"Adherent","RPMI + 10% FBS","47.4","CVCL_1249","breast","Primary","Breast Cancer","Breast Ductal Carcinoma",43,"SIDM00884",94,"","breast","breast_ductal_carcinoma","ERneg_HER2neg","basal_B",0.804405879187832,1,3.4594316186373,-0.40554403265267,0.149618534234414,0.000652150430689401
"696","ACH-000700","NCIH2882","NCIH2882_LUNG","NCI-H2882",NA,"Female","Academic lab",2,-1.93510731985058,"not found","not found","85.7","CVCL_5158","lung","","Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",NA,"",NA,"","lung","NSCLC","NSCLC_squamous","",1.32572371632221,NA,3.69821847822441,NA,-0.107353223856528,0.0323796085683538
"697","ACH-000701","RMUGS","RMUGS_OVARY","",NA,"Female","HSRRB",2,-2.74831748499568,"","F12 + 10% FBS","64.7","CVCL_3158","ovary","Primary","Ovarian Cancer","Cystadenocarcinoma, mucinous",62,"",NA,"","ovary","ovary_adenocarcinoma","mucinous","",0.637813907757646,1,2.84398384404833,-0.13851122955949,-0.109664814617955,0.0257485044373149
"698","ACH-000702","L1236","L1236_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",1330935,"Male","DSMZ",2,-4.4610086800791,"Mixed adherent and suspension","RPMI + 10% FBS","93.3","CVCL_2096","haematopoietic_and_lymphoid_tissue","","Lymphoma","B-cell, Hodgkins",34,"SIDM00313",408,"","lymphocyte","hodgkin_lymphoma","","",0.786844824627548,2,0.863938450423971,NA,-0.378064593169497,0.340402358267994
"699","ACH-000703","DMS79","DMS79_LUNG","",753551,"Male","ATCC",NA,NA,"","","","CVCL_1178","pleural_effusion","Metastasis","Lung Cancer","Small Cell Lung Cancer (SCLC)",65,"SIDM00524",300,"","lung","SCLC","","",1.02421842502876,4,2.20476675065461,NA,NA,NA
"700","ACH-000704","OAW42","OAW42_OVARY","",910548,"Female","ECACC",NA,NA,"","","","CVCL_1615","ascites","Metastasis","Ovarian Cancer","Carcinoma",NA,"SIDM00480",782,"","ovary","ovary_carcinoma","","",1.01903848603019,4,3.22650852980868,NA,NA,NA
"701","ACH-000705","LC1F","LC1F_LUNG","LC-1/sq-SF",NA,"Male","RIKEN",NA,NA,"","","","CVCL_1372","lung","Primary","Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",69,"SIDM00298",NA,"","lung","NSCLC","NSCLC_squamous","",0.869676165185201,6,3.42088657497553,NA,NA,NA
"702","ACH-000706","EKVX","EKVX_LUNG","",905970,"Male","Academic lab",2,-4.99300442403957,"Adherent","RPMI + 10% FBS","82.3","CVCL_1195","lung","Primary","Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",NA,"SIDM00119",322,"","lung","NSCLC","NSCLC_adenocarcinoma","",1.0257721614539,NA,3.46336088581666,NA,-0.0814632470368816,0.0249427351663681
"703","ACH-000707","P3HR1","P3HR1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",NA,"Male","ATCC",NA,NA,"","","","CVCL_2676","ascites","","Lymphoma","B-cell, Non-Hodgkins, Burkitts",7,"SIDM01254",NA,"","lymphocyte","non_hodgkin_lymphoma","b_cell_burkitt","",1.00405518326231,2,0.0426443374084937,NA,NA,NA
"704","ACH-000708","SNU283","SNU283_LARGE_INTESTINE","",1659929,"Female","KCLB",NA,NA,"","","","CVCL_5044","abdomen","Metastasis","Colon/Colorectal Cancer","Adenocarcinoma",62,"SIDM00215",2189,"","colorectal","colorectal_adenocarcinoma","","",1.0699957214184,2,6.13627342985058,NA,NA,NA
"705","ACH-000709","KMRC2","KMRC2_KIDNEY","",NA,"Male","HSRRB",NA,NA,"","","","CVCL_2984","kidney","Primary","Kidney Cancer","Renal Carcinoma, clear cell",NA,"",NA,"","kidney","renal_cell_carcinoma","clear_cell","",1.08426305996075,2,1.22032995487956,NA,NA,NA
"706","ACH-000710","NCIH854","NCIH854_LUNG","",NA,"Male","KCLB",NA,NA,"","","","CVCL_A584","lung","Primary","Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",NA,"",NA,"","lung","NSCLC","NSCLC_adenocarcinoma","",1.04261126947681,3,5.40769264866568,NA,NA,NA
"707","ACH-000711","JIMT1","JIMT1_BREAST","",1298157,"Female","DSMZ",3,-6.46141829217205,"","RPMI + 10% FBS","95.5","CVCL_2077","pleural_effusion","Metastasis","Breast Cancer","Breast Ductal Carcinoma",62,"SIDM01037",479,"","breast","breast_ductal_carcinoma","ERneg_HER2pos","basal_A",1.80758557594118,6,4.97773784924282,0.954570009260207,-0.145338362245905,0.0531354156534192
"708","ACH-000713","CAOV3","CAOV3_OVARY","",906825,"Female","ATCC",3,-2.50362576812801,"Adherent","DMEM + 10% FBS","77.4","CVCL_0201","ovary","Primary","Ovarian Cancer","Adenocarcinoma, high grade serous",54,"SIDM00919",320,"","ovary","ovary_adenocarcinoma","high_grade_serous","",0.697340792167814,1,1.40599235967584,-0.656177105688271,-0.0105938977347682,0.00594759760856843
"709","ACH-000714","KMS11","KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",1659817,"Female","HSRRB",1,-2.75912046559909,"Adherent","RPMI + 10% FBS","96.1","CVCL_2989","pleural_effusion","Primary","Myeloma","Multiple Myeloma",67,"SIDM00608",1308,"","plasma_cell","multiple_myeloma","","",0.949520744060724,3,2.21412480535285,-0.167444269246702,-0.094289123344787,0.0282223937529806
"710","ACH-000715","SNU1214","SNU1214_UPPER_AERODIGESTIVE_TRACT","",NA,"Male","KCLB",NA,NA,"","","","CVCL_5017","upper_aerodigestive_tract","","Head and Neck Cancer","Squamous Cell Carcinoma, laryngeal",55,"SIDM00167",NA,"","upper_aerodigestive","upper_aerodigestive_squamous","laryngeal","",0.598446259971482,1,3.20945336562895,NA,NA,NA
"711","ACH-000716","TT2609C02","TT2609C02_THYROID","",1240223,"Male","DSMZ",NA,NA,"","","","CVCL_2218","thyroid","","Thyroid Cancer","Carcinoma, follicular",57,"SIDM00418",1457,"","thyroid","thyroid_carcinoma","follicular","",1.05138366886444,4,4.2585189247113,NA,NA,NA
"712","ACH-000717","COLO680N","COLO680N_OESOPHAGUS","",906817,"Female","DSMZ",NA,NA,"","","","CVCL_1131","oesophagus","","Esophageal Cancer","Squamous Cell Carcinoma",57,"SIDM00956",1469,"","esophagus","esophagus_squamous","","",0.700558535627353,1,1.33342373372519,NA,NA,NA
"713","ACH-000718","NCIH2291","NCIH2291_LUNG","",724874,"Male","ATCC",3,-3.75396771570572,"Adherent","RPMI + 10% FBS","70.3","CVCL_1546","lymph_node","Metastasis","Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",NA,"SIDM00728",917,"","lung","NSCLC","NSCLC_adenocarcinoma","",0.767319332987065,2,1.16992500144231,-2.37256049921842,-0.13925839122796,0.0413544241772328
"714","ACH-000719","RMGI","RMGI_OVARY","",909699,"Female","HSRRB",2,-3.8109163418008,"","RPMI + 10% FBS","58.3","CVCL_1662","ascites","Metastasis","Ovarian Cancer","Adenocarcinoma, clear cell",34,"SIDM00352",1162,"","ovary","ovary_adenocarcinoma","clear_cell","",0.949901250222634,2,0.124328135002202,NA,NA,NA
"715","ACH-000720","TCCSUP","TCCSUP_URINARY_TRACT","",687459,"Female","ATCC",2,-4.76611118463826,"Adherent","EMEM + 10% FBS + 1mM Sodium pyruvate + 1mM NEAA","80.9","CVCL_1738","urinary_tract","Primary","Bladder Cancer","Transitional Cell Carcinoma",67,"SIDM01190",275,"","urinary_tract","bladder_carcinoma","bladder_transitional_cell","",0.989879250327431,3,3.98093926608551,NA,-0.0668998432795993,0.0157490245813254
"716","ACH-000721","HMC18","HMC18_BREAST","",NA,"Female","HSRRB",2,-4.52683345012961,"Adherent","RPMI + 10% FBS","96.6","CVCL_2949","pleural_effusion","Metastasis","Breast Cancer","Carcinoma",35,"",NA,"","breast","breast_carcinoma","ERneg_HER2neg","basal_B",0.886596712060175,3,0.27500704749987,NA,-0.109676378617635,0.0286668904493745
"717","ACH-000722","SNUC1","SNUC1_LARGE_INTESTINE","",910905,"Male","ATCC",NA,NA,"","","","CVCL_1708","abdomen","Metastasis","Colon/Colorectal Cancer","Adenocarcinoma",71,"SIDM01197",1066,"","colorectal","colorectal_adenocarcinoma","","",1.74209109270079,7,6.81339642123452,NA,NA,NA
"718","ACH-000723","YD10B","YD10B_UPPER_AERODIGESTIVE_TRACT","",NA,"Male","KCLB",NA,NA,"","","","CVCL_8929","upper_aerodigestive_tract","","Head and Neck Cancer","Squamous Cell Carcinoma, tongue",67,"",NA,"","upper_aerodigestive","upper_aerodigestive_squamous","tongue","",1.46619888929781,5,2.75274859140713,NA,NA,NA
"719","ACH-000724","HT1376","HT1376_URINARY_TRACT","",907066,"Female","ATCC",2,-2.69945808973049,"Adherent","EMEM + 10% FBS","51.4","CVCL_1292","urinary_tract","Primary","Bladder Cancer","Carcinoma",58,"SIDM00678",1211,"","urinary_tract","bladder_carcinoma","","",1.01249615440466,3,2.61823865559545,-1.30709831774136,0.403789209697413,9.52727923373296e-05
"720","ACH-000725","HCC202","HCC202_BREAST","",1290906,"Female","ATCC",2,-2.99694310505457,"Adherent","RPMI + 10% FBS","83.2","CVCL_2062","breast","Primary","Breast Cancer","Breast Ductal Carcinoma",82,"SIDM00870",1552,"","breast","breast_ductal_carcinoma","ERneg_HER2pos","HER2_amp",1.03296675931992,3,0.659924558402378,NA,0.0499696569669611,0.00514844517664308
"721","ACH-000726","TE14","TE14_OESOPHAGUS","",NA,"Male","RIKEN",NA,NA,"","","","CVCL_3336","oesophagus","","Esophageal Cancer","Squamous Cell Carcinoma",NA,"",NA,"","esophagus","esophagus_squamous","","",1.15148692955914,2,2.11103131238874,-0.766950494058069,NA,NA
"722","ACH-000727","NCIH2066","NCIH2066_LUNG","",1330973,"Female","ATCC",NA,NA,"","","","CVCL_1520","lung","Primary","Lung Cancer","Small Cell Lung Cancer (SCLC)",70,"SIDM00711",1073,"","lung","SCLC","","",0.954651421314644,2,1.77820857639809,-0.532907881855622,NA,NA
"723","ACH-000728","KASUMI2","KASUMI2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",NA,"Male","DSMZ",NA,NA,"","","","CVCL_0590","bone_marrow","","Leukemia","Acute Lymphoblastic Leukemia (ALL), B-cell",15,"",NA,"","blood","ALL","b_cell","",0.990794060605422,2,2.86987140617771,0.226142960426513,NA,NA
"724","ACH-000729","NCIH1963","NCIH1963_LUNG","H1963",688010,"Male","ATCC",NA,NA,"","","","CVCL_1510","lung","Primary","Lung Cancer","Small Cell Lung Cancer (SCLC)",56,"SIDM00760",1570,"","lung","SCLC","","",0.961312550346358,2,1.50589092972996,NA,NA,NA
"725","ACH-000730","SKMEL5","SKMEL5_SKIN","",905956,"Female","ATCC",NA,NA,"","","","CVCL_0527","lymph_node","Metastasis","Skin Cancer","Melanoma",24,"SIDM00080",1491,"","skin","melanoma","","",0.854359731343048,3,5.30924896081662,3.17331919420025,NA,NA
"726","ACH-000731","HCC2279","HCC2279_LUNG","",NA,"Female","KCLB",NA,NA,"","","","CVCL_5131","lung","Primary","Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",52,"",NA,"","lung","NSCLC","NSCLC_adenocarcinoma","",0.557598525849247,1,1.44890095114513,NA,NA,NA
"727","ACH-000732","PECAPJ41CLONED2","PECAPJ41CLONED2_UPPER_AERODIGESTIVE_TRACT","",NA,"Female","ECACC",2,-2.7210468324376,"Adherent","IMDM + 10% FBS + Glutamax","86","CVCL_2680","upper_aerodigestive_tract","Primary","Head and Neck Cancer","Squamous Cell Carcinoma, oral",67,"",NA,"","upper_aerodigestive","upper_aerodigestive_squamous","oral","",1.01079861390011,2,1.04264433740849,NA,-0.2524411723298,0.0903685967133153
"728","ACH-000733","NCIH1838","NCIH1838_LUNG","",687807,"Female","ATCC",NA,NA,"","","","CVCL_1499","lung","Primary","Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",NA,"SIDM00769",1690,"","lung","NSCLC","NSCLC_adenocarcinoma","",1.15316363563341,3,0.16349873228288,NA,NA,NA
"729","ACH-000734","JHH5","JHH5_LIVER","",NA,"Male","HSRRB",3,-4.74174415746044,"","William's E Medium + 10% FBS","74.9","CVCL_0364","liver","Primary","Liver Cancer","Hepatocellular Carcinoma",50,"",NA,"","liver","hepatocellular_carcinoma","","",1.06203648933256,3,1.96347412397489,-0.552346976337678,0.0769359614805943,0.00211606141473361
"730","ACH-000735","PECAPJ49","PECAPJ49_UPPER_AERODIGESTIVE_TRACT","",NA,"Male","ECACC",2,-4.98290380323321,"Adherent","IMDM + 10% FBS + 2mM Glutamine","92.1","CVCL_2681","upper_aerodigestive_tract","Primary","Head and Neck Cancer","Squamous Cell Carcinoma, oral",57,"",NA,"","upper_aerodigestive","upper_aerodigestive_squamous","oral","",0.611988154403569,1,1.60880924267552,NA,-0.203775537574663,0.0807312093916344
"731","ACH-000736","SNU601","SNU601_STOMACH","",NA,"Male","KCLB",2,-3.55878053369668,"","RPMI + 10% FBS","92.3","CVCL_0101","ascites","Metastasis","Gastric Cancer","Adenocarcinoma, signet ring cell",34,"",NA,"","gastric","gastric_adenocarcinoma","signet_ring_cell","",0.96066042948068,2,5.01122725542325,NA,0.102382048593407,0.00198277613508668
"732","ACH-000737","NCIH1385","NCIH1385_LUNG","",NA,"Female","ATCC",NA,NA,"","","","CVCL_1466","lymph_node","Metastasis","Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",NA,"",NA,"","lung","NSCLC","NSCLC_squamous","",1.32315093972615,4,5.29498826769145,NA,NA,NA
"733","ACH-000738","GB1","GB1_CENTRAL_NERVOUS_SYSTEM","",687568,"Male","HSRRB",2,-4.77689161256978,"","EMEM + 10% FBS","89","CVCL_1227","central_nervous_system","Primary","Brain Cancer","Glioblastoma",35,"SIDM00581",2095,"","central_nervous_system","glioma","glioblastoma","",0.769732391242282,2,2.97452931248388,NA,-0.130646960863323,0.0397122621479342
"734","ACH-000739","HEPG2","HEPG2_LIVER","",NA,"Male","ATCC",2,-3.30482823908357,"Adherent","EMEM + 10% FBS","84.1","CVCL_0027","liver","Primary","Liver Cancer","Hepatocellular Carcinoma",15,"SIDM00904",NA,"","liver","hepatocellular_carcinoma","","",0.933411396914722,2,2.611172380044,-0.459863058516939,-0.113624864506444,0.043618041001766
"735","ACH-000740","A253","A253_SALIVARY_GLAND","",906794,"Male","ATCC",2,-3.85400586408936,"Adherent","McCoy's 5A + 10% FBS","91.6","CVCL_1060","upper_aerodigestive_tract","Primary","Head and Neck Cancer","Squamous Cell Carcinoma, salivary gland",54,"SIDM00796",2089,"","upper_aerodigestive","upper_aerodigestive_squamous","salivary_gland","",0.801806145052576,2,4.22881869049588,NA,-0.203405704711529,0.0700799877083502
"736","ACH-000741","UBLC1","UBLC1_URINARY_TRACT","",NA,"Female","ECACC",NA,NA,"","","","CVCL_2738","urinary_tract","Primary","Bladder Cancer","Transitional Cell Carcinoma",NA,"",NA,"","urinary_tract","bladder_carcinoma","bladder_transitional_cell","",0.792045298340001,NA,0.678071905112638,0.712080375331495,NA,NA
"737","ACH-000742","DM3","DM3_FIBROBLAST","",NA,"Male","DSMZ",NA,NA,"","","","CVCL_2019","fibroblast","","Fibroblast","Lung",62,"",NA,"","fibroblast","fibroblast_lung","","",1.00395540740769,2,3.69821847822441,NA,NA,NA
